Date,Number_of_Vehicles,Vehicle_Speed,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Chainage(km),Accident_Severity,No_of_accidents
20-06-2017,1,20,1,8,1,45,3,1
20-06-2017,1,90,1,1,1,10,3,59
20-06-2017,1,90,1,8,1,11,3,1
20-06-2017,1,90,1,9,-1,17,3,4
20-06-2017,1,90,1,9,1,36,2,1
20-06-2017,1,90,4,1,1,5,3,2
20-06-2017,1,90,4,2,2,41,2,1
20-06-2017,1,40,1,1,1,35,3,4
20-06-2017,1,60,1,1,1,25,3,6
20-06-2017,1,60,1,9,1,50,3,1
20-06-2017,1,60,6,1,1,38,3,1
20-06-2017,1,20,1,9,-1,37,3,1
20-06-2017,1,90,1,1,1,37,3,1
20-06-2017,1,90,1,9,-1,28,3,3
20-06-2017,1,40,1,1,1,24,3,1
20-06-2017,1,60,1,1,1,42,3,1
20-06-2017,2,90,1,1,1,47,3,12
20-06-2017,2,90,4,1,1,13,3,1
20-06-2017,2,50,1,1,1,37,3,2
20-06-2017,2,60,4,1,1,11,3,1
20-06-2017,2,70,1,1,1,29,3,2
20-06-2017,2,90,1,1,1,12,3,4
20-06-2017,2,20,4,1,1,5,3,1
20-06-2017,2,20,7,1,1,36,2,1
20-06-2017,2,90,1,1,1,12,3,14
20-06-2017,2,90,4,1,1,42,3,1
20-06-2017,2,40,1,1,1,48,3,6
20-06-2017,2,50,1,1,1,48,3,5
20-06-2017,2,50,5,1,1,4,3,1
20-06-2017,2,60,1,1,1,1,3,1
20-06-2017,2,60,1,1,2,15,2,1
20-06-2017,2,70,1,1,1,12,3,9
20-06-2017,2,70,4,1,1,31,3,1
20-06-2017,2,70,4,9,-1,15,3,1
20-06-2017,2,70,6,1,1,23,3,1
20-06-2017,2,70,7,1,1,40,3,1
20-06-2017,2,20,1,1,1,20,3,14
20-06-2017,2,20,1,8,1,35,3,1
20-06-2017,2,20,1,9,-1,35,3,1
20-06-2017,2,20,1,9,1,12,2,2
20-06-2017,2,90,1,1,1,31,3,136
20-06-2017,2,90,1,8,1,37,3,2
20-06-2017,2,90,1,9,-1,27,3,1
20-06-2017,2,90,1,9,1,41,3,3
20-06-2017,2,90,4,1,1,14,3,13
20-06-2017,2,90,4,8,1,1,2,1
20-06-2017,2,90,7,1,1,15,3,1
20-06-2017,2,40,1,1,1,33,3,9
20-06-2017,2,40,4,1,1,5,3,1
20-06-2017,2,50,1,1,-1,50,2,1
20-06-2017,2,50,1,1,1,10,3,4
20-06-2017,2,60,1,1,1,42,3,18
20-06-2017,2,70,1,1,1,3,3,1
20-06-2017,2,90,1,1,1,40,3,1
20-06-2017,2,90,1,9,-1,14,3,1
20-06-2017,3,40,1,1,1,33,3,1
20-06-2017,3,90,4,1,1,25,3,1
20-06-2017,3,90,1,1,1,22,3,5
20-06-2017,3,40,1,1,1,46,3,1
20-06-2017,3,50,1,1,1,33,3,1
20-06-2017,3,70,1,1,1,47,3,5
20-06-2017,3,90,1,1,-1,9,3,1
20-06-2017,3,90,1,1,1,46,1,8
20-06-2017,3,40,1,1,1,46,3,2
20-06-2017,3,50,1,1,1,22,3,1
20-06-2017,3,60,1,1,1,10,3,4
20-06-2017,3,60,1,9,1,41,3,1
20-06-2017,4,20,1,1,1,48,2,1
20-06-2017,4,40,1,1,1,44,3,2
20-06-2017,4,60,1,1,1,17,3,2
20-06-2017,4,20,1,1,1,3,3,1
20-06-2017,4,90,1,1,1,47,3,2
20-06-2017,4,60,1,1,1,24,3,1
20-06-2017,5,70,1,1,1,38,3,1
20-06-2017,5,90,1,1,1,46,3,1
20-06-2017,6,70,1,1,1,1,3,1
20-07-2017,1,20,4,2,2,31,3,1
20-07-2017,1,40,1,1,1,2,3,1
20-07-2017,1,40,1,2,2,43,3,1
20-07-2017,1,50,4,1,1,42,2,1
20-07-2017,1,20,1,1,1,31,3,4
20-07-2017,1,90,1,1,1,33,3,1
20-07-2017,1,20,1,1,1,41,3,1
20-07-2017,1,20,4,9,2,38,3,1
20-07-2017,1,20,6,1,1,20,3,1
20-07-2017,1,90,1,1,1,43,3,2
20-07-2017,1,40,1,1,1,7,3,2
20-07-2017,1,40,1,1,2,6,3,1
20-07-2017,1,40,1,2,2,11,3,1
20-07-2017,1,60,1,1,1,18,3,1
20-07-2017,1,70,1,1,1,3,3,3
20-07-2017,1,70,1,1,2,46,3,1
20-07-2017,1,70,1,2,2,42,3,1
20-07-2017,1,20,1,1,1,15,3,7
20-07-2017,1,20,1,2,2,2,2,2
20-07-2017,1,90,1,1,1,16,3,37
20-07-2017,1,90,1,2,2,45,3,2
20-07-2017,1,90,1,8,2,9,3,1
20-07-2017,1,90,1,9,1,3,3,1
20-07-2017,1,90,4,1,1,2,3,2
20-07-2017,1,90,4,2,2,15,3,2
20-07-2017,1,90,4,8,1,31,3,1
20-07-2017,1,90,5,1,1,28,3,1
20-07-2017,1,90,6,1,1,24,2,1
20-07-2017,1,90,7,1,1,42,3,1
20-07-2017,1,40,6,1,1,43,3,1
20-07-2017,1,50,6,2,2,15,2,1
20-07-2017,1,60,1,1,1,37,3,8
20-07-2017,1,60,1,2,2,34,3,5
20-07-2017,1,60,4,1,1,17,2,1
20-07-2017,1,60,6,1,1,14,3,1
20-07-2017,1,60,6,2,2,7,3,2
20-07-2017,1,60,1,1,1,35,3,1
20-07-2017,1,90,1,9,-1,21,3,2
20-07-2017,1,60,6,1,2,5,2,1
20-07-2017,2,20,1,1,1,30,3,1
20-07-2017,2,20,1,1,2,14,2,1
20-07-2017,2,90,1,1,1,48,2,5
20-07-2017,2,90,1,1,2,19,3,3
20-07-2017,2,40,1,1,1,38,3,3
20-07-2017,2,40,1,2,2,36,3,1
20-07-2017,2,50,1,1,1,47,3,1
20-07-2017,2,50,1,9,1,22,3,1
20-07-2017,2,70,1,1,2,25,3,1
20-07-2017,2,20,1,1,1,24,3,1
20-07-2017,2,90,1,1,1,2,3,3
20-07-2017,2,90,1,9,1,25,3,1
20-07-2017,2,20,1,1,1,16,2,1
20-07-2017,2,20,1,2,2,3,3,1
20-07-2017,2,90,1,1,1,46,3,7
20-07-2017,2,90,1,1,2,18,3,1
20-07-2017,2,90,1,2,2,3,3,3
20-07-2017,2,90,1,8,2,6,3,1
20-07-2017,2,90,4,1,1,33,3,2
20-07-2017,2,90,4,1,2,23,3,1
20-07-2017,2,90,4,4,1,8,3,1
20-07-2017,2,40,1,1,1,11,2,6
20-07-2017,2,50,1,1,1,47,3,1
20-07-2017,2,70,1,1,1,45,3,13
20-07-2017,2,70,1,2,2,41,3,2
20-07-2017,2,70,5,1,1,1,3,1
20-07-2017,2,20,1,1,1,7,3,15
20-07-2017,2,20,1,1,2,33,3,1
20-07-2017,2,20,1,2,2,20,2,2
20-07-2017,2,20,4,1,1,11,3,2
20-07-2017,2,90,1,1,1,48,2,62
20-07-2017,2,90,1,1,2,46,3,3
20-07-2017,2,90,1,2,2,11,2,12
20-07-2017,2,90,1,4,1,39,3,2
20-07-2017,2,90,1,5,2,23,3,1
20-07-2017,2,90,1,9,-1,23,3,2
20-07-2017,2,90,1,9,1,28,3,4
20-07-2017,2,90,1,9,2,43,3,1
20-07-2017,2,90,4,1,1,25,2,6
20-07-2017,2,90,4,1,2,2,2,1
20-07-2017,2,90,7,1,1,20,3,1
20-07-2017,2,40,1,1,1,50,3,8
20-07-2017,2,40,4,1,1,37,3,1
20-07-2017,2,40,7,2,2,15,3,1
20-07-2017,2,50,1,1,1,6,3,4
20-07-2017,2,50,1,2,2,5,3,1
20-07-2017,2,60,1,1,1,26,3,20
20-07-2017,2,60,1,1,2,17,3,3
20-07-2017,2,60,1,2,2,25,3,7
20-07-2017,2,60,1,8,1,30,2,1
20-07-2017,2,20,1,1,1,30,3,1
20-07-2017,2,20,1,9,1,12,2,1
20-07-2017,2,90,1,1,1,14,3,2
20-07-2017,2,90,1,9,-1,29,3,1
20-07-2017,2,90,7,9,-1,33,2,1
20-07-2017,2,60,1,4,1,3,3,1
20-07-2017,3,90,1,1,1,47,3,1
20-07-2017,3,90,1,1,1,39,2,3
20-07-2017,3,50,1,1,1,18,3,1
20-07-2017,3,70,1,1,1,40,3,6
20-07-2017,3,70,1,2,2,48,3,1
20-07-2017,3,20,1,1,1,39,3,1
20-07-2017,3,90,1,1,1,8,3,10
20-07-2017,3,90,1,1,2,49,3,1
20-07-2017,3,90,4,1,1,46,3,1
20-07-2017,3,50,1,1,1,30,2,1
20-07-2017,3,60,1,1,1,32,3,3
20-07-2017,3,60,1,1,2,39,2,2
20-07-2017,3,60,1,2,2,4,3,1
20-07-2017,4,90,1,1,1,14,2,2
20-07-2017,4,70,1,1,2,45,3,1
20-07-2017,4,70,6,2,2,22,3,1
20-07-2017,4,90,1,1,1,44,3,3
20-07-2017,4,50,1,2,2,29,2,1
20-07-2017,4,50,1,4,1,14,3,1
20-07-2017,4,60,1,2,2,7,3,1
20-07-2017,4,70,1,1,1,14,3,1
20-07-2017,5,90,4,1,2,47,3,1
20-07-2017,6,70,1,1,1,46,3,1
20-07-2017,6,90,7,1,1,13,3,1
20-07-2017,6,50,1,1,1,6,3,1
20-08-2017,1,90,1,1,1,39,3,2
20-08-2017,1,90,1,2,2,10,3,1
20-08-2017,1,90,4,1,1,18,2,1
20-08-2017,1,40,4,1,1,48,3,1
20-08-2017,1,60,1,1,1,22,3,1
20-08-2017,1,20,1,9,1,36,3,1
20-08-2017,1,90,1,1,1,36,3,1
20-08-2017,1,90,1,2,2,16,3,2
20-08-2017,1,90,4,1,1,45,3,1
20-08-2017,1,40,1,1,1,10,3,2
20-08-2017,1,40,4,1,1,25,3,1
20-08-2017,1,60,1,1,1,10,3,2
20-08-2017,1,70,1,1,1,7,3,3
20-08-2017,1,70,1,1,2,5,3,1
20-08-2017,1,70,4,2,2,32,3,1
20-08-2017,1,70,6,1,1,48,3,2
20-08-2017,1,20,1,1,1,30,2,5
20-08-2017,1,20,4,1,1,2,3,3
20-08-2017,1,90,1,1,1,9,3,26
20-08-2017,1,90,1,2,2,42,3,5
20-08-2017,1,90,1,9,1,8,3,1
20-08-2017,1,90,4,1,1,11,2,12
20-08-2017,1,90,4,1,2,5,3,1
20-08-2017,1,90,5,1,1,43,3,1
20-08-2017,1,90,7,1,1,14,3,1
20-08-2017,1,40,4,1,1,17,3,1
20-08-2017,1,40,7,1,1,12,3,1
20-08-2017,1,50,1,4,1,48,3,1
20-08-2017,1,50,4,2,2,14,3,1
20-08-2017,1,50,6,1,1,16,3,1
20-08-2017,1,50,6,1,2,20,3,1
20-08-2017,1,60,1,1,1,8,3,6
20-08-2017,1,60,1,2,2,28,3,7
20-08-2017,1,60,4,1,1,47,3,1
20-08-2017,1,60,6,1,1,22,3,6
20-08-2017,1,60,6,2,2,13,3,1
20-08-2017,1,60,6,5,2,7,2,1
20-08-2017,1,60,6,8,1,7,3,1
20-08-2017,1,20,1,1,1,9,3,1
20-08-2017,1,90,1,1,1,34,3,1
20-08-2017,1,90,1,9,-1,27,3,1
20-08-2017,1,40,1,9,1,43,3,1
20-08-2017,2,90,1,1,1,43,3,9
20-08-2017,2,90,1,9,1,18,3,1
20-08-2017,2,90,4,1,1,39,3,1
20-08-2017,2,90,4,2,2,6,3,1
20-08-2017,2,40,1,1,1,1,3,1
20-08-2017,2,40,4,1,1,20,3,1
20-08-2017,2,60,1,1,1,30,3,2
20-08-2017,2,20,1,8,1,4,3,1
20-08-2017,2,20,1,9,-1,33,3,1
20-08-2017,2,20,4,2,2,48,2,1
20-08-2017,2,90,1,1,1,8,3,2
20-08-2017,2,90,1,1,1,42,3,6
20-08-2017,2,90,4,1,1,32,2,1
20-08-2017,2,90,4,2,2,21,3,1
20-08-2017,2,90,7,1,1,4,3,1
20-08-2017,2,40,1,1,1,34,3,2
20-08-2017,2,40,4,2,2,14,3,2
20-08-2017,2,40,4,9,-1,16,3,1
20-08-2017,2,50,1,1,1,42,3,1
20-08-2017,2,50,1,2,2,4,3,1
20-08-2017,2,60,1,1,1,37,3,2
20-08-2017,2,70,1,1,1,33,3,8
20-08-2017,2,70,1,5,2,5,3,1
20-08-2017,2,70,5,1,1,6,3,1
20-08-2017,2,20,1,1,1,28,3,5
20-08-2017,2,20,4,2,2,19,3,1
20-08-2017,2,90,1,1,1,22,3,46
20-08-2017,2,90,1,1,2,44,3,1
20-08-2017,2,90,1,2,2,3,3,6
20-08-2017,2,90,1,5,2,20,3,1
20-08-2017,2,90,1,9,1,41,2,3
20-08-2017,2,90,4,1,1,30,3,8
20-08-2017,2,90,4,1,2,50,3,1
20-08-2017,2,90,4,2,2,35,3,4
20-08-2017,2,90,4,9,1,36,3,1
20-08-2017,2,90,5,2,2,17,3,1
20-08-2017,2,90,6,2,2,13,2,2
20-08-2017,2,90,7,1,1,48,2,1
20-08-2017,2,40,1,1,1,17,3,6
20-08-2017,2,40,1,2,2,42,3,1
20-08-2017,2,40,4,1,2,12,3,1
20-08-2017,2,50,1,1,1,5,3,4
20-08-2017,2,60,1,1,1,27,3,14
20-08-2017,2,60,1,2,2,28,3,2
20-08-2017,2,60,4,1,1,26,3,1
20-08-2017,2,60,6,1,1,30,3,1
20-08-2017,2,60,6,1,2,10,2,1
20-08-2017,2,60,6,2,2,43,3,1
20-08-2017,3,40,1,1,1,37,3,1
20-08-2017,3,90,4,2,2,15,3,1
20-08-2017,3,90,1,1,1,39,3,1
20-08-2017,3,90,4,1,1,35,3,1
20-08-2017,3,40,1,1,1,47,3,1
20-08-2017,3,50,4,2,2,9,3,2
20-08-2017,3,60,1,1,1,27,3,1
20-08-2017,3,70,1,1,1,19,3,1
20-08-2017,3,70,6,2,2,41,3,1
20-08-2017,3,90,1,1,1,11,3,3
20-08-2017,3,90,4,1,1,11,3,3
20-08-2017,3,40,1,1,1,39,3,1
20-08-2017,3,40,1,2,2,28,3,1
20-08-2017,3,40,1,9,1,50,3,1
20-08-2017,3,50,1,1,1,37,3,2
20-08-2017,3,60,1,1,1,49,3,6
20-08-2017,3,60,1,2,2,45,3,1
20-08-2017,3,60,4,2,2,42,3,1
20-08-2017,4,40,1,1,1,37,3,1
20-08-2017,4,70,1,1,1,12,3,1
20-08-2017,4,70,1,2,2,5,3,1
20-08-2017,4,40,1,1,1,21,3,1
20-08-2017,4,60,1,1,1,35,3,1
20-08-2017,4,60,1,2,2,8,3,1
20-08-2017,6,90,1,1,1,17,3,1
20-09-2017,1,90,1,1,1,30,3,1
20-09-2017,1,90,4,1,1,31,3,1
20-09-2017,1,40,4,2,2,9,3,1
20-09-2017,1,60,1,1,1,42,3,1
20-09-2017,1,60,6,1,2,29,3,1
20-09-2017,1,20,1,1,1,36,3,1
20-09-2017,1,90,1,1,1,4,3,1
20-09-2017,1,90,4,1,1,21,3,2
20-09-2017,1,20,1,1,1,27,2,1
20-09-2017,1,90,1,1,1,27,3,5
20-09-2017,1,90,4,1,1,11,3,2
20-09-2017,1,40,4,2,2,28,3,1
20-09-2017,1,40,5,1,1,26,2,1
20-09-2017,1,50,6,2,2,36,3,1
20-09-2017,1,70,1,1,1,18,3,2
20-09-2017,1,70,4,2,2,13,2,1
20-09-2017,1,70,6,2,2,8,3,1
20-09-2017,1,20,1,1,1,29,3,10
20-09-2017,1,20,1,8,2,27,3,1
20-09-2017,1,20,1,9,1,1,3,1
20-09-2017,1,90,1,1,1,40,2,39
20-09-2017,1,90,1,2,2,20,3,4
20-09-2017,1,90,4,1,1,20,3,8
20-09-2017,1,90,4,1,2,31,3,2
20-09-2017,1,90,4,2,2,17,3,4
20-09-2017,1,90,6,1,2,30,3,1
20-09-2017,1,40,1,1,1,36,3,3
20-09-2017,1,40,6,1,2,33,3,1
20-09-2017,1,50,1,1,1,50,3,1
20-09-2017,1,50,6,2,2,17,2,1
20-09-2017,1,60,1,1,1,50,3,2
20-09-2017,1,60,1,1,2,7,3,2
20-09-2017,1,60,5,1,1,46,3,1
20-09-2017,1,60,6,1,1,18,3,3
20-09-2017,1,60,6,1,2,11,3,1
20-09-2017,1,60,6,5,2,27,3,2
20-09-2017,1,60,6,9,2,41,3,1
20-09-2017,1,60,7,1,2,18,3,1
20-09-2017,1,90,1,1,1,18,3,1
20-09-2017,1,60,1,2,2,12,3,1
20-09-2017,2,20,1,1,1,36,3,1
20-09-2017,2,20,1,8,1,33,3,1
20-09-2017,2,20,4,1,1,32,3,1
20-09-2017,2,90,1,1,1,17,2,11
20-09-2017,2,90,4,1,1,2,3,1
20-09-2017,2,40,1,1,1,24,3,2
20-09-2017,2,60,1,1,1,35,3,1
20-09-2017,2,60,1,2,2,44,3,1
20-09-2017,2,70,1,1,1,6,3,1
20-09-2017,2,20,1,1,1,9,3,1
20-09-2017,2,90,1,1,-1,10,3,1
20-09-2017,2,90,1,1,1,27,3,3
20-09-2017,2,90,1,1,2,46,2,1
20-09-2017,2,40,4,1,1,21,3,1
20-09-2017,2,20,1,1,1,42,3,1
20-09-2017,2,90,1,1,1,33,3,8
20-09-2017,2,90,1,2,1,25,3,1
20-09-2017,2,90,1,2,2,38,3,2
20-09-2017,2,90,1,9,1,9,3,1
20-09-2017,2,90,4,1,1,29,3,1
20-09-2017,2,90,4,4,1,9,3,1
20-09-2017,2,40,1,1,1,19,3,3
20-09-2017,2,50,1,1,1,48,3,2
20-09-2017,2,50,4,1,1,14,3,1
20-09-2017,2,60,1,1,1,12,3,2
20-09-2017,2,70,1,1,1,21,3,4
20-09-2017,2,70,1,5,2,45,3,1
20-09-2017,2,70,5,1,1,35,3,1
20-09-2017,2,70,6,1,1,41,3,1
20-09-2017,2,20,1,1,1,30,2,8
20-09-2017,2,20,1,2,2,47,3,1
20-09-2017,2,20,4,1,1,11,2,2
20-09-2017,2,20,4,1,2,45,2,1
20-09-2017,2,20,4,2,2,8,3,1
20-09-2017,2,90,1,1,1,41,2,76
20-09-2017,2,90,1,1,2,3,3,2
20-09-2017,2,90,1,2,2,45,3,4
20-09-2017,2,90,1,9,1,50,3,1
20-09-2017,2,90,4,1,1,10,3,7
20-09-2017,2,90,4,1,2,1,3,1
20-09-2017,2,90,4,2,2,41,3,1
20-09-2017,2,90,4,9,2,33,3,1
20-09-2017,2,90,6,2,2,35,3,1
20-09-2017,2,90,7,1,1,6,3,2
20-09-2017,2,90,7,9,1,18,3,1
20-09-2017,2,40,1,1,1,34,3,9
20-09-2017,2,40,1,1,2,48,3,2
20-09-2017,2,40,1,2,2,32,3,1
20-09-2017,2,40,1,9,1,30,3,1
20-09-2017,2,40,5,1,1,9,3,1
20-09-2017,2,40,6,9,1,46,3,1
20-09-2017,2,50,1,1,1,12,3,3
20-09-2017,2,50,4,1,1,37,3,1
20-09-2017,2,50,7,1,1,20,2,1
20-09-2017,2,60,1,1,1,10,3,10
20-09-2017,2,60,1,1,2,46,3,2
20-09-2017,2,60,1,2,2,23,3,1
20-09-2017,2,60,1,9,1,11,3,1
20-09-2017,2,60,6,1,1,17,2,1
20-09-2017,2,90,1,1,1,12,3,1
20-09-2017,2,50,1,1,1,40,3,1
20-09-2017,2,90,1,9,-1,47,3,1
20-09-2017,2,50,1,1,1,46,3,1
20-09-2017,2,50,5,1,1,39,3,1
20-09-2017,3,70,1,1,1,14,3,1
20-09-2017,3,90,1,1,1,49,3,1
20-09-2017,3,40,1,1,1,26,3,1
20-09-2017,3,50,1,1,1,19,3,1
20-09-2017,3,70,1,1,1,36,2,2
20-09-2017,3,70,1,1,2,17,3,1
20-09-2017,3,20,4,1,1,18,3,2
20-09-2017,3,90,1,1,1,45,3,10
20-09-2017,3,90,1,2,2,18,3,1
20-09-2017,3,90,4,1,1,29,3,3
20-09-2017,3,90,4,8,1,40,3,1
20-09-2017,3,60,1,1,1,40,3,2
20-09-2017,3,60,1,1,2,29,3,1
20-09-2017,3,60,6,2,2,12,3,1
20-09-2017,4,90,1,1,1,14,3,1
20-09-2017,4,60,1,1,1,10,3,2
20-09-2017,4,70,1,1,1,3,2,1
20-09-2017,5,70,1,1,1,21,3,1
20-10-2017,1,90,1,1,1,46,3,1
20-10-2017,1,40,1,1,2,17,3,1
20-10-2017,1,70,6,2,2,47,3,1
20-10-2017,1,20,4,1,1,36,3,2
20-10-2017,1,90,1,1,1,22,3,4
20-10-2017,1,90,7,1,2,44,3,1
20-10-2017,1,90,1,1,1,14,3,1
20-10-2017,1,90,4,1,1,19,3,2
20-10-2017,1,90,4,2,2,8,3,1
20-10-2017,1,40,1,1,1,36,3,1
20-10-2017,1,40,4,1,1,41,3,1
20-10-2017,1,40,4,2,2,26,3,1
20-10-2017,1,70,1,1,1,6,3,1
20-10-2017,1,70,4,5,5,13,3,1
20-10-2017,1,70,6,1,1,12,3,1
20-10-2017,1,20,1,1,1,33,3,4
20-10-2017,1,20,1,1,2,31,3,1
20-10-2017,1,20,1,2,2,3,3,1
20-10-2017,1,20,4,2,2,27,3,1
20-10-2017,1,90,1,1,1,23,3,30
20-10-2017,1,90,1,1,2,49,3,11
20-10-2017,1,90,1,2,2,27,3,8
20-10-2017,1,90,1,4,2,46,3,1
20-10-2017,1,90,4,1,1,16,3,5
20-10-2017,1,90,4,2,2,3,3,6
20-10-2017,1,90,4,5,2,10,3,2
20-10-2017,1,90,4,9,2,5,3,1
20-10-2017,1,90,7,1,1,28,3,1
20-10-2017,1,90,7,9,-1,35,1,1
20-10-2017,1,40,1,1,1,4,3,2
20-10-2017,1,40,1,1,2,10,3,2
20-10-2017,1,40,1,2,2,1,3,1
20-10-2017,1,40,4,1,1,36,3,1
20-10-2017,1,60,1,1,1,39,3,3
20-10-2017,1,60,1,1,2,2,3,5
20-10-2017,1,60,1,2,2,50,3,4
20-10-2017,1,60,1,7,2,17,3,1
20-10-2017,1,60,6,1,2,6,2,2
20-10-2017,1,60,6,2,2,34,3,1
20-10-2017,1,60,6,4,2,22,2,1
20-10-2017,1,60,6,5,2,3,3,2
20-10-2017,1,60,6,8,2,26,3,1
20-10-2017,1,20,1,1,1,4,3,1
20-10-2017,1,90,4,2,2,50,3,1
20-10-2017,1,40,1,1,1,14,3,1
20-10-2017,2,20,1,1,2,38,3,1
20-10-2017,2,90,1,1,1,25,3,7
20-10-2017,2,90,1,1,2,20,3,1
20-10-2017,2,90,1,2,2,41,3,1
20-10-2017,2,90,1,9,-1,16,3,1
20-10-2017,2,90,1,9,1,41,3,1
20-10-2017,2,90,4,1,-1,16,3,1
20-10-2017,2,90,4,1,1,12,2,1
20-10-2017,2,90,4,1,2,40,3,2
20-10-2017,2,90,4,2,2,45,3,4
20-10-2017,2,40,1,1,1,25,3,1
20-10-2017,2,40,1,1,2,20,3,1
20-10-2017,2,40,4,1,1,13,3,3
20-10-2017,2,40,6,2,2,22,3,1
20-10-2017,2,50,1,1,1,46,3,1
20-10-2017,2,50,1,1,2,19,3,1
20-10-2017,2,60,1,1,1,34,3,1
20-10-2017,2,70,1,1,1,2,3,1
20-10-2017,2,70,1,1,2,5,3,1
20-10-2017,2,20,1,1,2,28,3,1
20-10-2017,2,20,4,1,-1,31,3,1
20-10-2017,2,90,1,1,1,4,3,2
20-10-2017,2,90,1,8,2,41,3,1
20-10-2017,2,90,4,1,1,3,3,1
20-10-2017,2,90,4,2,1,23,3,1
20-10-2017,2,90,4,2,2,25,3,1
20-10-2017,2,20,1,1,1,35,3,3
20-10-2017,2,90,1,1,1,49,3,10
20-10-2017,2,90,1,1,2,8,3,2
20-10-2017,2,90,1,2,2,25,3,1
20-10-2017,2,90,1,8,1,24,3,1
20-10-2017,2,90,1,8,2,22,3,1
20-10-2017,2,90,1,9,2,3,3,1
20-10-2017,2,90,4,1,1,30,3,3
20-10-2017,2,90,4,2,2,9,3,2
20-10-2017,2,90,4,5,2,16,2,1
20-10-2017,2,90,4,9,1,32,3,2
20-10-2017,2,90,7,1,2,46,3,1
20-10-2017,2,40,1,1,1,12,3,3
20-10-2017,2,40,1,1,2,38,3,1
20-10-2017,2,40,1,4,2,36,2,1
20-10-2017,2,40,4,1,1,5,3,2
20-10-2017,2,50,1,2,2,22,3,1
20-10-2017,2,70,1,1,1,27,3,6
20-10-2017,2,70,1,1,2,14,3,3
20-10-2017,2,70,4,1,1,18,2,1
20-10-2017,2,70,5,1,2,8,3,1
20-10-2017,2,70,6,2,2,33,3,2
20-10-2017,2,70,7,1,1,26,3,1
20-10-2017,2,20,1,1,1,16,3,8
20-10-2017,2,20,1,1,2,10,3,1
20-10-2017,2,20,1,9,1,41,3,1
20-10-2017,2,20,4,1,1,23,3,1
20-10-2017,2,20,4,1,2,46,3,1
20-10-2017,2,20,4,2,2,42,1,1
20-10-2017,2,20,7,1,1,7,3,1
20-10-2017,2,90,1,1,1,27,3,59
20-10-2017,2,90,1,1,2,22,3,10
20-10-2017,2,90,1,2,2,23,3,8
20-10-2017,2,90,1,4,1,9,1,3
20-10-2017,2,90,1,5,2,48,3,2
20-10-2017,2,90,1,8,1,29,3,2
20-10-2017,2,90,1,8,2,50,2,1
20-10-2017,2,90,1,9,-1,26,3,1
20-10-2017,2,90,4,1,1,48,3,26
20-10-2017,2,90,4,1,2,31,3,5
20-10-2017,2,90,4,2,2,20,3,9
20-10-2017,2,90,4,8,2,43,3,1
20-10-2017,2,90,4,9,1,31,3,1
20-10-2017,2,90,6,1,1,36,2,1
20-10-2017,2,90,6,1,2,27,3,1
20-10-2017,2,90,7,2,2,10,3,2
20-10-2017,2,90,7,9,-1,6,3,1
20-10-2017,2,90,7,9,1,19,3,1
20-10-2017,2,40,1,1,1,50,3,4
20-10-2017,2,40,1,1,2,49,3,1
20-10-2017,2,40,1,2,2,3,3,1
20-10-2017,2,40,4,1,1,16,3,1
20-10-2017,2,40,6,1,1,30,3,1
20-10-2017,2,50,1,1,1,15,3,2
20-10-2017,2,60,1,1,1,17,3,8
20-10-2017,2,60,1,1,2,49,3,3
20-10-2017,2,60,1,9,2,22,3,1
20-10-2017,2,60,4,2,2,38,3,1
20-10-2017,2,60,6,1,1,46,3,3
20-10-2017,2,60,6,2,2,18,3,2
20-10-2017,2,90,1,2,2,2,3,1
20-10-2017,2,70,6,1,1,26,3,1
20-10-2017,2,20,7,9,-1,5,3,1
20-10-2017,2,90,1,1,1,7,3,2
20-10-2017,2,90,4,9,-1,19,3,2
20-10-2017,2,90,7,9,-1,44,3,1
20-10-2017,3,90,1,1,1,45,3,1
20-10-2017,3,50,4,1,2,16,3,1
20-10-2017,3,20,1,1,1,50,3,1
20-10-2017,3,90,1,1,1,16,3,2
20-10-2017,3,90,4,5,2,43,3,1
20-10-2017,3,40,1,1,1,10,2,1
20-10-2017,3,40,4,1,1,24,3,1
20-10-2017,3,50,7,9,-1,8,3,1
20-10-2017,3,70,1,1,1,10,3,1
20-10-2017,3,70,4,1,1,21,3,1
20-10-2017,3,70,6,4,1,21,3,1
20-10-2017,3,20,1,1,2,44,3,1
20-10-2017,3,90,1,1,1,22,3,8
20-10-2017,3,90,1,1,2,15,3,1
20-10-2017,3,90,1,2,2,28,3,1
20-10-2017,3,90,4,1,1,50,3,2
20-10-2017,3,90,4,2,2,26,3,2
20-10-2017,3,40,1,1,1,4,3,1
20-10-2017,3,40,1,1,2,13,3,1
20-10-2017,3,40,1,8,1,8,3,1
20-10-2017,3,40,7,1,1,4,3,1
20-10-2017,3,50,1,1,1,32,2,1
20-10-2017,3,50,1,1,2,39,3,1
20-10-2017,3,60,1,1,1,19,3,5
20-10-2017,3,60,1,1,2,30,2,3
20-10-2017,3,60,1,5,2,42,3,1
20-10-2017,3,60,6,1,1,10,3,1
20-10-2017,3,60,7,1,1,45,3,1
20-10-2017,3,50,4,5,2,17,2,1
20-10-2017,4,60,1,1,1,34,3,1
20-10-2017,4,40,4,1,1,9,3,1
20-10-2017,4,50,4,1,1,43,3,1
20-10-2017,4,70,1,1,1,37,3,1
20-10-2017,4,70,1,2,2,38,2,1
